date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:08:06	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2020%20Nov%202023%2007:08:05%20GMT	https://www.eurofert-egypt.com/www_eurofert-egypt_default.html	C:/Users/Mahmoud%20Elbehery/Desktop/Programing/Road_Maps/EuroFert/www.eurofert-egypt.com/www_eurofert-egypt_default.html	(from https://www.eurofert-egypt.com/index.html)
09:08:06	2204/2204	---M--	200	added ('OK')	text/html	date:Sat,%2018%20Nov%202023%2016:47:05%20GMT	https://www.eurofert-egypt.com/wp-json/oembed/1.0/embed	C:/Users/Mahmoud%20Elbehery/Desktop/Programing/Road_Maps/EuroFert/www.eurofert-egypt.com/wp-json/oembed/1.0/embed.html	(from https://www.eurofert-egypt.com/index.html)
09:08:07	2303/2303	---M-Z	200	added ('OK')	application/xml	date:Sat,%2018%20Nov%202023%2016:47:05%20GMT	https://www.eurofert-egypt.com/wp-json/oembed/1.0/embed.xml	C:/Users/Mahmoud%20Elbehery/Desktop/Programing/Road_Maps/EuroFert/www.eurofert-egypt.com/wp-json/oembed/1.0/embed.xml	(from https://www.eurofert-egypt.com/index.html)
09:08:07	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2020%20Nov%202023%2007:08:06%20GMT	https://www.eurofert-egypt.com/images/preloader.GIF	C:/Users/Mahmoud%20Elbehery/Desktop/Programing/Road_Maps/EuroFert/www.eurofert-egypt.com/images/preloader.GIF	(from https://www.eurofert-egypt.com/index.html)
09:08:07	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2020%20Nov%202023%2007:08:06%20GMT	https://www.eurofert-egypt.com/images/uploads/2018/01/back-16-6.jpg	C:/Users/Mahmoud%20Elbehery/Desktop/Programing/Road_Maps/EuroFert/www.eurofert-egypt.com/images/uploads/2018/01/back-16-6.jpg	(from https://www.eurofert-egypt.com/index.html)
09:08:08	30904/30904	---M--	200	added ('OK')	image/png	date:Sat,%2018%20Nov%202023%2016:45:31%20GMT	https://www.eurofert-egypt.com/images/uploads/2017/08/15-logo.png	C:/Users/Mahmoud%20Elbehery/Desktop/Programing/Road_Maps/EuroFert/www.eurofert-egypt.com/images/uploads/2017/08/15-logo.png	(from https://www.eurofert-egypt.com/index.html)
09:08:08	70838/70838	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Nov%202023%2016:43:46%20GMT	https://www.eurofert-egypt.com/products.html	C:/Users/Mahmoud%20Elbehery/Desktop/Programing/Road_Maps/EuroFert/www.eurofert-egypt.com/products.html	(from https://www.eurofert-egypt.com/index.html)
09:08:09	76205/76205	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Nov%202023%2016:43:44%20GMT	https://www.eurofert-egypt.com/npk.html	C:/Users/Mahmoud%20Elbehery/Desktop/Programing/Road_Maps/EuroFert/www.eurofert-egypt.com/npk.html	(from https://www.eurofert-egypt.com/index.html)
09:08:09	71415/71415	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Nov%202023%2016:43:53%20GMT	https://www.eurofert-egypt.com/chelates.html	C:/Users/Mahmoud%20Elbehery/Desktop/Programing/Road_Maps/EuroFert/www.eurofert-egypt.com/chelates.html	(from https://www.eurofert-egypt.com/index.html)
09:08:09	72471/72471	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Nov%202023%2016:43:45%20GMT	https://www.eurofert-egypt.com/paste-range.html	C:/Users/Mahmoud%20Elbehery/Desktop/Programing/Road_Maps/EuroFert/www.eurofert-egypt.com/paste-range.html	(from https://www.eurofert-egypt.com/index.html)
09:08:10	67707/67707	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Nov%202023%2016:43:49%20GMT	https://www.eurofert-egypt.com/specialty-fertilizers-range.html	C:/Users/Mahmoud%20Elbehery/Desktop/Programing/Road_Maps/EuroFert/www.eurofert-egypt.com/specialty-fertilizers-range.html	(from https://www.eurofert-egypt.com/index.html)
09:08:10	76949/76949	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Nov%202023%2016:43:41%20GMT	https://www.eurofert-egypt.com/events.html	C:/Users/Mahmoud%20Elbehery/Desktop/Programing/Road_Maps/EuroFert/www.eurofert-egypt.com/events.html	(from https://www.eurofert-egypt.com/index.html)
09:08:10	67921/67921	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Nov%202023%2016:43:52%20GMT	https://www.eurofert-egypt.com/about-us.html	C:/Users/Mahmoud%20Elbehery/Desktop/Programing/Road_Maps/EuroFert/www.eurofert-egypt.com/about-us.html	(from https://www.eurofert-egypt.com/index.html)
09:08:10	72458/72458	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Nov%202023%2016:43:42%20GMT	https://www.eurofert-egypt.com/foliar-fertilizers.html	C:/Users/Mahmoud%20Elbehery/Desktop/Programing/Road_Maps/EuroFert/www.eurofert-egypt.com/foliar-fertilizers.html	(from https://www.eurofert-egypt.com/index.html)
09:08:10	74579/74579	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Nov%202023%2016:43:40%20GMT	https://www.eurofert-egypt.com/contact-us.html	C:/Users/Mahmoud%20Elbehery/Desktop/Programing/Road_Maps/EuroFert/www.eurofert-egypt.com/contact-us.html	(from https://www.eurofert-egypt.com/index.html)
09:08:11	117/117	---M--	200	added ('OK')	image/png	date:Sat,%2018%20Nov%202023%2016:45:27%20GMT	https://www.eurofert-egypt.com/images/uploads/2017/03/empty.png	C:/Users/Mahmoud%20Elbehery/Desktop/Programing/Road_Maps/EuroFert/www.eurofert-egypt.com/images/uploads/2017/03/empty.png	(from https://www.eurofert-egypt.com/index.html)
09:08:11	7643/7643	---M--	200	added ('OK')	image/png	date:Sat,%2018%20Nov%202023%2016:45:27%20GMT	https://www.eurofert-egypt.com/images/uploads/2017/03/eurofert.png	C:/Users/Mahmoud%20Elbehery/Desktop/Programing/Road_Maps/EuroFert/www.eurofert-egypt.com/images/uploads/2017/03/eurofert.png	(from https://www.eurofert-egypt.com/index.html)
09:08:12	67467/67467	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Nov%202023%2016:43:41%20GMT	https://www.eurofert-egypt.com/eurofertimg.html	C:/Users/Mahmoud%20Elbehery/Desktop/Programing/Road_Maps/EuroFert/www.eurofert-egypt.com/eurofertimg.html	(from https://www.eurofert-egypt.com/index.html)
09:08:12	67369/67369	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Nov%202023%2016:43:48%20GMT	https://www.eurofert-egypt.com/sama.html	C:/Users/Mahmoud%20Elbehery/Desktop/Programing/Road_Maps/EuroFert/www.eurofert-egypt.com/sama.html	(from https://www.eurofert-egypt.com/index.html)
09:08:13	65756/65756	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Nov%202023%2016:43:50%20GMT	https://www.eurofert-egypt.com/video.html	C:/Users/Mahmoud%20Elbehery/Desktop/Programing/Road_Maps/EuroFert/www.eurofert-egypt.com/video.html	(from https://www.eurofert-egypt.com/index.html)
09:08:13	304/304	---M--	200	added ('OK')	image/jpeg	date:Sat,%2018%20Nov%202023%2016:45:28%20GMT	https://www.eurofert-egypt.com/images/uploads/2017/03/orange.jpg	C:/Users/Mahmoud%20Elbehery/Desktop/Programing/Road_Maps/EuroFert/www.eurofert-egypt.com/images/uploads/2017/03/orange.jpg	(from https://www.eurofert-egypt.com/index.html)
09:08:13	67365/67365	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Nov%202023%2016:43:52%20GMT	https://www.eurofert-egypt.com/beat.html	C:/Users/Mahmoud%20Elbehery/Desktop/Programing/Road_Maps/EuroFert/www.eurofert-egypt.com/beat.html	(from https://www.eurofert-egypt.com/index.html)
09:08:13	22041/22041	---M--	200	added ('OK')	image/jpeg	date:Sat,%2018%20Nov%202023%2016:45:26%20GMT	https://www.eurofert-egypt.com/images/uploads/2017/03/9-1.jpg	C:/Users/Mahmoud%20Elbehery/Desktop/Programing/Road_Maps/EuroFert/www.eurofert-egypt.com/images/uploads/2017/03/9-1.jpg	(from https://www.eurofert-egypt.com/index.html)
09:08:14	21180/21180	---M--	200	added ('OK')	image/jpeg	date:Sat,%2018%20Nov%202023%2016:45:26%20GMT	https://www.eurofert-egypt.com/images/uploads/2017/03/8-1.jpg	C:/Users/Mahmoud%20Elbehery/Desktop/Programing/Road_Maps/EuroFert/www.eurofert-egypt.com/images/uploads/2017/03/8-1.jpg	(from https://www.eurofert-egypt.com/index.html)
09:08:15	304/304	---M--	200	added ('OK')	image/jpeg	date:Sat,%2018%20Nov%202023%2016:45:26%20GMT	https://www.eurofert-egypt.com/images/uploads/2017/03/contact.jpg	C:/Users/Mahmoud%20Elbehery/Desktop/Programing/Road_Maps/EuroFert/www.eurofert-egypt.com/images/uploads/2017/03/contact.jpg	(from https://www.eurofert-egypt.com/index.html)
09:08:15	67372/67372	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Nov%202023%2016:43:48%20GMT	https://www.eurofert-egypt.com/shams.html	C:/Users/Mahmoud%20Elbehery/Desktop/Programing/Road_Maps/EuroFert/www.eurofert-egypt.com/shams.html	(from https://www.eurofert-egypt.com/index.html)
09:08:15	65911/65911	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Nov%202023%2016:43:44%20GMT	https://www.eurofert-egypt.com/our-mission.html	C:/Users/Mahmoud%20Elbehery/Desktop/Programing/Road_Maps/EuroFert/www.eurofert-egypt.com/our-mission.html	(from https://www.eurofert-egypt.com/index.html)
09:08:15	305/305	---M--	200	added ('OK')	image/jpeg	date:Sat,%2018%20Nov%202023%2016:45:28%20GMT	https://www.eurofert-egypt.com/images/uploads/2017/03/mi.jpg	C:/Users/Mahmoud%20Elbehery/Desktop/Programing/Road_Maps/EuroFert/www.eurofert-egypt.com/images/uploads/2017/03/mi.jpg	(from https://www.eurofert-egypt.com/index.html)
09:08:16	67372/67372	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Nov%202023%2016:43:47%20GMT	https://www.eurofert-egypt.com/sahab.html	C:/Users/Mahmoud%20Elbehery/Desktop/Programing/Road_Maps/EuroFert/www.eurofert-egypt.com/sahab.html	(from https://www.eurofert-egypt.com/index.html)
09:08:16	24647/24647	---M--	200	added ('OK')	image/jpeg	date:Sat,%2018%20Nov%202023%2016:45:22%20GMT	https://www.eurofert-egypt.com/images/uploads/2017/03/5-1.jpg	C:/Users/Mahmoud%20Elbehery/Desktop/Programing/Road_Maps/EuroFert/www.eurofert-egypt.com/images/uploads/2017/03/5-1.jpg	(from https://www.eurofert-egypt.com/index.html)
09:08:16	19469/19469	---M--	200	added ('OK')	image/jpeg	date:Sat,%2018%20Nov%202023%2016:45:24%20GMT	https://www.eurofert-egypt.com/images/uploads/2017/03/6-1.jpg	C:/Users/Mahmoud%20Elbehery/Desktop/Programing/Road_Maps/EuroFert/www.eurofert-egypt.com/images/uploads/2017/03/6-1.jpg	(from https://www.eurofert-egypt.com/index.html)
09:08:16	744961/744961	---M--	200	added ('OK')	image/jpeg	date:Sat,%2018%20Nov%202023%2016:45:21%20GMT	https://www.eurofert-egypt.com/images/uploads/2017/03/19-1.jpg	C:/Users/Mahmoud%20Elbehery/Desktop/Programing/Road_Maps/EuroFert/www.eurofert-egypt.com/images/uploads/2017/03/19-1.jpg	(from https://www.eurofert-egypt.com/index.html)
09:08:16	65667/65667	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Nov%202023%2016:43:45%20GMT	https://www.eurofert-egypt.com/our-vision.html	C:/Users/Mahmoud%20Elbehery/Desktop/Programing/Road_Maps/EuroFert/www.eurofert-egypt.com/our-vision.html	(from https://www.eurofert-egypt.com/index.html)
09:08:17	26240/26240	---M--	200	added ('OK')	image/jpeg	date:Sat,%2018%20Nov%202023%2016:45:25%20GMT	https://www.eurofert-egypt.com/images/uploads/2017/03/7-1.jpg	C:/Users/Mahmoud%20Elbehery/Desktop/Programing/Road_Maps/EuroFert/www.eurofert-egypt.com/images/uploads/2017/03/7-1.jpg	(from https://www.eurofert-egypt.com/index.html)
09:08:17	8551/8551	---M-Z	200	added ('OK')	text/css	date:Sat,%2018%20Nov%202023%2016:44:47%20GMT	https://www.eurofert-egypt.com/eufincludes/Text/Diff/Renderer/Others/apps/wp-tiles/assets/css/wp-tiles.css	C:/Users/Mahmoud%20Elbehery/Desktop/Programing/Road_Maps/EuroFert/www.eurofert-egypt.com/eufincludes/Text/Diff/Renderer/Others/apps/wp-tiles/assets/css/wp-tiles.css	(from https://www.eurofert-egypt.com/index.html)
09:08:17	67365/67365	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Nov%202023%2016:43:49%20GMT	https://www.eurofert-egypt.com/suba.html	C:/Users/Mahmoud%20Elbehery/Desktop/Programing/Road_Maps/EuroFert/www.eurofert-egypt.com/suba.html	(from https://www.eurofert-egypt.com/index.html)
09:08:17	865/865	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2018%20Nov%202023%2016:44:51%20GMT	https://www.eurofert-egypt.com/eufincludes/Text/Diff/Renderer/Others/themes/eurofert/assets/js/navigation.min.js	C:/Users/Mahmoud%20Elbehery/Desktop/Programing/Road_Maps/EuroFert/www.eurofert-egypt.com/eufincludes/Text/Diff/Renderer/Others/themes/eurofert/assets/js/navigation.min.js	(from https://www.eurofert-egypt.com/index.html)
09:08:17	460/460	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2018%20Nov%202023%2016:44:51%20GMT	https://www.eurofert-egypt.com/eufincludes/Text/Diff/Renderer/Others/themes/eurofert/assets/js/skip-link-focus-fix.min.js	C:/Users/Mahmoud%20Elbehery/Desktop/Programing/Road_Maps/EuroFert/www.eurofert-egypt.com/eufincludes/Text/Diff/Renderer/Others/themes/eurofert/assets/js/skip-link-focus-fix.min.js	(from https://www.eurofert-egypt.com/index.html)
09:08:18	1115/1115	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2018%20Nov%202023%2016:44:15%20GMT	https://www.eurofert-egypt.com/eufincludes/js/hoverIntent.min.js	C:/Users/Mahmoud%20Elbehery/Desktop/Programing/Road_Maps/EuroFert/www.eurofert-egypt.com/eufincludes/js/hoverIntent.min.js	(from https://www.eurofert-egypt.com/index.html)
09:08:18	16963/16963	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2018%20Nov%202023%2016:44:38%20GMT	https://www.eurofert-egypt.com/eufincludes/Text/Diff/Renderer/Others/apps/megamenu/js/maxmegamenu.js	C:/Users/Mahmoud%20Elbehery/Desktop/Programing/Road_Maps/EuroFert/www.eurofert-egypt.com/eufincludes/Text/Diff/Renderer/Others/apps/megamenu/js/maxmegamenu.js	(from https://www.eurofert-egypt.com/index.html)
09:08:18	1398/1398	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2018%20Nov%202023%2016:44:17%20GMT	https://www.eurofert-egypt.com/eufincludes/js/wp-embed.min.js	C:/Users/Mahmoud%20Elbehery/Desktop/Programing/Road_Maps/EuroFert/www.eurofert-egypt.com/eufincludes/js/wp-embed.min.js	(from https://www.eurofert-egypt.com/index.html)
09:08:18	23750/23750	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2018%20Nov%202023%2016:44:47%20GMT	https://www.eurofert-egypt.com/eufincludes/Text/Diff/Renderer/Others/apps/wp-tiles/assets/js/wp-tiles.min.js	C:/Users/Mahmoud%20Elbehery/Desktop/Programing/Road_Maps/EuroFert/www.eurofert-egypt.com/eufincludes/Text/Diff/Renderer/Others/apps/wp-tiles/assets/js/wp-tiles.min.js	(from https://www.eurofert-egypt.com/index.html)
09:08:19	707/707	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2020%20Nov%202023%2007:08:18%20GMT	http://www.eurofert-egypt.com/comments/feed/	C:/Users/Mahmoud%20Elbehery/Desktop/Programing/Road_Maps/EuroFert/www.eurofert-egypt.com/comments/feed/index.html	(from https://www.eurofert-egypt.com/comments/feed/feed.html)
09:08:19	707/707	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2020%20Nov%202023%2007:08:18%20GMT	http://www.eurofert-egypt.com/feed/	C:/Users/Mahmoud%20Elbehery/Desktop/Programing/Road_Maps/EuroFert/www.eurofert-egypt.com/feed/index.html	(from https://www.eurofert-egypt.com/feed/feed.html)
09:08:19	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2020%20Nov%202023%2007:08:18%20GMT	https://www.eurofert-egypt.com/eufincludes/fonts/dashicons.eot	C:/Users/Mahmoud%20Elbehery/Desktop/Programing/Road_Maps/EuroFert/www.eurofert-egypt.com/eufincludes/fonts/dashicons.eot	(from https://www.eurofert-egypt.com/eufincludes/css/dashicons.min.css)
09:08:19	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2020%20Nov%202023%2007:08:18%20GMT	https://www.eurofert-egypt.com/eufincludes/Text/Diff/Renderer/Others/apps/mappress-google-maps-for-euroferts/images/geolocate-2x.png	C:/Users/Mahmoud%20Elbehery/Desktop/Programing/Road_Maps/EuroFert/www.eurofert-egypt.com/eufincludes/Text/Diff/Renderer/Others/apps/mappress-google-maps-for-euroferts/images/geolocate-2x.png	(from https://www.eurofert-egypt.com/eufincludes/Text/Diff/Renderer/Others/apps/mappress-google-maps-for-euroferts/css/mappress.css)
09:08:20	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2020%20Nov%202023%2007:08:19%20GMT	https://www.eurofert-egypt.com/eufincludes/Text/Diff/Renderer/Others/apps/mappress-google-maps-for-euroferts/images/directions.png	C:/Users/Mahmoud%20Elbehery/Desktop/Programing/Road_Maps/EuroFert/www.eurofert-egypt.com/eufincludes/Text/Diff/Renderer/Others/apps/mappress-google-maps-for-euroferts/images/directions.png	(from https://www.eurofert-egypt.com/eufincludes/Text/Diff/Renderer/Others/apps/mappress-google-maps-for-euroferts/css/mappress.css)
09:08:20	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2020%20Nov%202023%2007:08:19%20GMT	https://www.eurofert-egypt.com/eufincludes/Text/Diff/Renderer/Others/apps/mappress-google-maps-for-euroferts/images/menu-2x.png	C:/Users/Mahmoud%20Elbehery/Desktop/Programing/Road_Maps/EuroFert/www.eurofert-egypt.com/eufincludes/Text/Diff/Renderer/Others/apps/mappress-google-maps-for-euroferts/images/menu-2x.png	(from https://www.eurofert-egypt.com/eufincludes/Text/Diff/Renderer/Others/apps/mappress-google-maps-for-euroferts/css/mappress.css)
09:08:20	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2020%20Nov%202023%2007:08:19%20GMT	https://www.eurofert-egypt.com/eufincludes/Text/Diff/Renderer/Others/apps/mappress-google-maps-for-euroferts/images/loading.gif	C:/Users/Mahmoud%20Elbehery/Desktop/Programing/Road_Maps/EuroFert/www.eurofert-egypt.com/eufincludes/Text/Diff/Renderer/Others/apps/mappress-google-maps-for-euroferts/images/loading.gif	(from https://www.eurofert-egypt.com/eufincludes/Text/Diff/Renderer/Others/apps/mappress-google-maps-for-euroferts/css/mappress.css)
09:08:21	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2020%20Nov%202023%2007:08:20%20GMT	https://www.eurofert-egypt.com/eufincludes/Text/Diff/Renderer/Others/themes/eurofert/assets/genericons/Genericons.eot	C:/Users/Mahmoud%20Elbehery/Desktop/Programing/Road_Maps/EuroFert/www.eurofert-egypt.com/eufincludes/Text/Diff/Renderer/Others/themes/eurofert/assets/genericons/Genericons.eot	(from https://www.eurofert-egypt.com/eufincludes/Text/Diff/Renderer/Others/themes/eurofert/style.css)
09:08:21	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2020%20Nov%202023%2007:08:20%20GMT	https://www.eurofert-egypt.com/%22http:////www.eurofert-egypt.com///%22	C:/Users/Mahmoud%20Elbehery/Desktop/Programing/Road_Maps/EuroFert/www.eurofert-egypt.com/_http_/www.eurofert-egypt.com/_	(from https://www.eurofert-egypt.com/wp-json/oembed/1.0/embed)
09:08:23	70838/70838	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20Nov%202023%2016:43:46%20GMT	https://www.eurofert-egypt.com/products.html?p=1407	C:/Users/Mahmoud%20Elbehery/Desktop/Programing/Road_Maps/EuroFert/www.eurofert-egypt.com/products7ffe.html	(from https://www.eurofert-egypt.com/products.html)
09:08:23	2224/2224	---M--	200	added ('OK')	text/html	date:Sat,%2018%20Nov%202023%2016:47:14%20GMT	https://www.eurofert-egypt.com/wp-json/oembed/1.0/embed_2	C:/Users/Mahmoud%20Elbehery/Desktop/Programing/Road_Maps/EuroFert/www.eurofert-egypt.com/wp-json/oembed/1.0/embed_2.html	(from https://www.eurofert-egypt.com/products.html)
09:08:23	2321/2321	---M-Z	200	added ('OK')	application/xml	date:Sat,%2018%20Nov%202023%2016:47:14%20GMT	https://www.eurofert-egypt.com/wp-json/oembed/1.0/embed_2.xml	C:/Users/Mahmoud%20Elbehery/Desktop/Programing/Road_Maps/EuroFert/www.eurofert-egypt.com/wp-json/oembed/1.0/embed_2.xml	(from https://www.eurofert-egypt.com/products.html)
09:08:24	9439/9439	---M--	200	added ('OK')	image/png	date:Sat,%2018%20Nov%202023%2016:45:59%20GMT	https://www.eurofert-egypt.com/images/uploads/2017/09/icons-new-01-300x120.png	C:/Users/Mahmoud%20Elbehery/Desktop/Programing/Road_Maps/EuroFert/www.eurofert-egypt.com/images/uploads/2017/09/icons-new-01-300x120.png	(from https://www.eurofert-egypt.com/products.html)
09:08:25	9544/9544	---M--	200	added ('OK')	image/png	date:Sat,%2018%20Nov%202023%2016:46:00%20GMT	https://www.eurofert-egypt.com/images/uploads/2017/09/icons-new-02-300x120.png	C:/Users/Mahmoud%20Elbehery/Desktop/Programing/Road_Maps/EuroFert/www.eurofert-egypt.com/images/uploads/2017/09/icons-new-02-300x120.png	(from https://www.eurofert-egypt.com/products.html)
